"Site","Watershed","ISCO Number","Record Type","Year","WY","Month","Day","Hour","Season","Julian Day","Running Day of Project","Ca flag","Ca","NMCa (ueq/L)","Mg flag","Mg","NMMg (ueq/L)","K flag","K (ueq/L)","NMK (ueq/L)","Na flag","Na (ueq/L)","NMNa (ueq/L)","Si flag","Si (mg/L)","NH4 flag","NH4 (ueq/L)","Al flag","Al","Al-Org flag","Al-Org (PPB)","Total N flag","Total N (ppm)","Cl flag","Cl (ueq/L)","SO4 flag","SO4 (ueq/L)","NMSO4 (ueq/L)","NO3 flag","NO3 (ueq/L)","DOC flag","DOC (mg/L)","DIC flag","DIC (mg/L)","ANC (ueq/L)","Closed-cell pH","Air-equilibrated pH","Specific Conductance (us/cm)","Q","Initial pH","H","HCO3 (ueq/L)","Unequilibrated pH (older samples)","Apparent color flag","Apparent Color (PCU)","True color flag","True color (PCU)","Total P flag","Total P (ppb)","Field Temp (degrees C)","Comment","SUVA","CaMg","H2","H3","WY_group","WY_group2"
"WB3","WB",NA,"REG",2004,2005,12,3,9,"WINTER",338.4,6912.38,NA,87,84,NA,33,19,NA,6.9,6,NA,86,24,NA,NA,NA,NA,NA,777.3,NA,237.1,NA,NA,NA,72,NA,183,176,NA,24.3,NA,1.7,"<RL",0.4,"-12.7","4.83","4.8899999999999997","39.5",7.615,TRUE,12.9,0.94,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,120,166.41,2146.689,"2010-12","2000-09"
"WB3","WB",NA,"REG",2004,2005,12,3,9,"WINTER",338.4,6912.38,NA,76,73,NA,30,15,NA,6.8,5,NA,85,19,NA,NA,NA,NA,NA,859.4,NA,325.3,NA,NA,NA,77,NA,199,191,NA,25.7,NA,2,"<RL",0.4,"-17.3","4.71","4.75","42.2",7.615,TRUE,17.8,0.72,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,106,316.84,5639.752,"2010-12","2000-09"
"WB3","WB",NA,"REP",2004,2005,12,3,9,"WINTER",338.4,6912.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-13.9","S",NA,NA,7.615,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"2010-12","2000-09"
"EB8","EB",NA,"REG",2004,2005,12,3,11,"WINTER",338.5,6912.46,NA,33,31,NA,15,2,NA,3.3,2,NA,70,13,NA,NA,NA,NA,NA,321.1,NA,112,NA,NA,NA,66,NA,77,70,"<RL",0.1,NA,2.8,NA,0.5,"-15.2","4.7699999999999996","4.84","23.3",6.993,TRUE,14.5,1.03,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,48,210.25,3048.625,"2010-12","2000-09"
"EB8","EB",NA,"REG",2004,2005,12,20,10,"WINTER",355.4,6929.42,NA,64,61,NA,24,8,NA,5.6,4,NA,92,24,NA,NA,NA,NA,NA,69.1,NA,44.7,NA,NA,NA,79,NA,88,80,"<RL",0.3,NA,1.5,NA,NA,"7.4","5.67","5.92","22.7",1.274,TRUE,1.2,NA,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,88,1.44,1.728,"2010-12","2000-09"
"EB8","EB",NA,"REP",2004,2005,12,20,10,"WINTER",355.4,6929.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.4","S",NA,NA,1.274,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,NA,NA,NA,"2010-12","2000-09"
"WB3","WB",NA,"REG",2004,2005,12,20,11,"WINTER",355.5,6929.46,NA,91,88,NA,35,21,NA,5.8,4,NA,91,28,NA,NA,NA,NA,NA,195.6,NA,75.4,NA,NA,NA,74,NA,167,159,NA,13.1,NA,1.2,NA,NA,"-9.5","5","4.99","35.5",1.642,TRUE,10.2,NA,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,126,104.04,1061.208,"2010-12","2000-09"
"EB8","EB",1,"ISCO",2004,2005,12,24,2,"WINTER",359.1,6933.08,NA,97,94,NA,37,22,NA,5.8,4,NA,94,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,164,156,NA,24.2,NA,1.4,NA,NA,"-5.5","S","5","36.700000000000003",37.737,TRUE,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,100,1000,"2010-12","2000-09"
"EB8","EB",2,"ISCO",2004,2005,12,24,4,"WINTER",359.2,6933.17,NA,62,59,NA,25,8,NA,4.9,3,NA,86,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,79,70,NA,3.6,NA,2.8,NA,NA,"1.8","S","5.54","23.8",40.993,TRUE,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,8.2944,23.887872,"2010-12","2000-09"
"EB8","EB",3,"ISCO",2004,2005,12,24,6,"WINTER",359.3,6933.25,NA,61,58,NA,24,8,NA,4.4,3,NA,84,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,79,71,NA,3.3,NA,2.7,NA,NA,"-0.1","S","5.51","23.8",36.831,TRUE,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,9.5481,29.503629,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,1,13,12,"WINTER",13.5,6953.5,NA,69,66,NA,26,12,NA,3.2,2,NA,87,24,NA,NA,NA,NA,NA,91.7,NA,36.4,NA,NA,NA,74,NA,89,81,"<RL",0.5,NA,1.4,NA,0.5,"7","5.66","6.01","23.1",0.849,TRUE,0.98,6.84,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,95,0.9604,0.941192,"2010-12","2000-09"
"EB8","EB",NA,"REP",2005,2005,1,13,12,"WINTER",13.5,6953.5,NA,72,69,NA,26,12,NA,3.2,2,NA,87,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,89,81,"<RL",0.5,NA,NA,NA,NA,NA,"S",NA,NA,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,1,13,12,"WINTER",13.5,6953.5,NA,94,91,NA,38,23,NA,5.6,4,NA,93,30,NA,NA,NA,NA,NA,308.9,NA,37.2,NA,NA,NA,73,NA,163,156,NA,22.7,NA,1.1,NA,0.5,"-6.6","4.9800000000000004","5.03","35.4",1.246,TRUE,9.33,1.64,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,132,87.0489,812.166237,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2005,1,13,12,"WINTER",13.5,6953.5,NA,94,92,NA,38,23,NA,5.6,4,NA,93,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,163,155,NA,22.5,NA,NA,NA,NA,NA,"S",NA,NA,1.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,1,25,11,"WINTER",25.46,6965.46,NA,66,64,NA,25,11,NA,2.6,1,NA,84,23,NA,NA,NA,NA,NA,97.1,NA,39.3,NA,NA,NA,71,NA,88,80,"Half DL",0.05,NA,1.4,NA,0.5,"6.1","5.61","5.88","23.1",1.132,TRUE,1.32,6.2,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,91,1.7424,2.299968,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,1,25,12,"WINTER",25.5,6965.5,NA,95,93,NA,37,23,NA,5.6,4,NA,93,29,NA,NA,NA,NA,NA,331.6,NA,42.9,NA,NA,NA,74,NA,163,155,NA,29.6,NA,1.2,"<RL",0.4,"-12.9","4.92","4.91","37.6",1.472,TRUE,12.3,1.15,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,132,151.29,1860.867,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2005,1,25,12,"WINTER",25.5,6965.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-12.9","S",NA,NA,1.472,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"WB3","WB",NA,"DUP",2005,2005,2,8,10,"WINTER",39.42,6979.42,NA,95,92,NA,38,24,NA,6,5,NA,96,31,NA,NA,NA,NA,NA,315.4,NA,24.2,NA,NA,NA,75,NA,156,148,NA,20.5,NA,1.2,NA,0.6,"-8.1","5.14","5.0999999999999996","34.6",0.849,TRUE,7.94,2.8,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,133,63.0436,500.566184,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,2,8,10,"WINTER",39.42,6979.42,NA,92,89,NA,38,23,NA,5.7,4,NA,94,30,NA,NA,NA,NA,NA,275.7,NA,22.1,NA,NA,NA,74,NA,156,149,NA,20.8,NA,1.1,NA,0.5,"-10.7","5.07","5.08","34.6",0.849,TRUE,8.32,2,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,130,69.2224,575.930368,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,2,8,11,"WINTER",39.46,6979.46,NA,69,67,NA,26,12,NA,2.9,2,NA,88,25,NA,NA,NA,NA,NA,88.2,NA,34.2,NA,NA,NA,73,NA,90,82,"<RL",0.4,NA,1.4,NA,0.6,"7.7","5.71","6.05","23.4",0.651,TRUE,0.89,9.02,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,95,0.7921,0.704969,"2010-12","2000-09"
"EB8","EB",NA,"REP",2005,2005,2,8,11,"WINTER",39.46,6979.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","S",NA,NA,0.651,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,3,2,10,"SPRING",61.42,7001.42,NA,98,95,NA,39,24,NA,6.4,5,NA,95,30,NA,NA,NA,NA,NA,327.6,NA,29.4,NA,NA,NA,76,NA,161,153,NA,30.9,NA,1.2,NA,0.5,"-5","5.03","5.07","36.5",1.161,TRUE,8.51,1.83,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,137,72.4201,616.295051,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,3,2,11,"SPRING",61.46,7001.46,NA,72,69,NA,26,12,NA,3.4,2,NA,88,25,NA,NA,NA,NA,NA,83.9,NA,36.7,NA,NA,NA,73,NA,91,83,"<RL",0.5,NA,1.5,NA,0.5,"8.4","5.7","5.95","23.9",0.736,TRUE,1.12,7.38,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,98,1.2544,1.404928,"2010-12","2000-09"
"WB3","WB",1,"ISCO",2005,2005,3,9,8,"SPRING",68.33,7008.33,NA,85,82,NA,34,21,NA,9.6,8,NA,80,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,192,185,NA,53.8,NA,2,NA,NA,"-9.5","S","4.78","42.2",25.957,TRUE,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,275.56,4574.296,"2010-12","2000-09"
"WB3","WB",3,"ISCO",2005,2005,3,9,12,"SPRING",68.5,7008.5,NA,86,84,NA,35,21,NA,8.7,7,NA,81,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,190,183,NA,54.5,NA,1.7,NA,NA,"-8.9","S","4.84","42",18.545,TRUE,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,210.25,3048.625,"2010-12","2000-09"
"WB3","WB",5,"ISCO",2005,2005,3,9,16,"SPRING",68.67,7008.67,NA,88,85,NA,35,22,NA,8.2,7,NA,82,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,189,182,NA,54,NA,1.6,NA,NA,"-5.7","S","4.8600000000000003","41.5",13.414,TRUE,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,190.44,2628.072,"2010-12","2000-09"
"WB3","WB",7,"ISCO",2005,2005,3,9,20,"SPRING",68.83,7008.83,NA,89,86,NA,35,21,NA,7.9,7,NA,83,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,187,180,NA,53.2,NA,1.6,NA,NA,"-5.8","S","4.88","41.2",10.323,TRUE,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,174.24,2299.968,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,3,15,10,"SPRING",74.42,7014.42,NA,96,93,NA,38,24,NA,6.8,6,NA,90,31,NA,NA,NA,NA,NA,443.6,NA,70.3,NA,NA,NA,69,NA,167,159,NA,38.2,NA,1.1,NA,NA,"-7.2","4.91","4.84","39.299999999999997",2.123,TRUE,14.5,NA,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,134,210.25,3048.625,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2005,3,15,10,"SPRING",74.42,7014.42,NA,95,92,NA,37,23,NA,6.9,6,NA,90,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,176,169,NA,38.3,NA,NA,NA,NA,"-8.1999999999999993","S",NA,NA,2.123,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,3,15,11,"SPRING",74.46,7014.46,NA,60,58,NA,23,10,NA,3.7,2,NA,81,22,NA,NA,NA,NA,NA,86,NA,45.4,NA,NA,NA,69,NA,93,86,"<RL",0.4,NA,1.5,NA,NA,"4.5","5.64","5.81","22.5",2.067,TRUE,1.55,NA,NA,NA,NA,NA,NA,NA,NA,"-2",NA,NA,83,2.4025,3.723875,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,3,26,2,"SPRING",85.08,7025.08,NA,96,93,NA,37,24,NA,6.7,5,NA,92,33,NA,NA,NA,NA,NA,342.4,NA,69.9,NA,NA,NA,68,NA,162,155,NA,32.4,NA,1.2,"<RL",0.3,"-7.4","4.93","4.91","36.299999999999997",2.605,TRUE,12.3,0.88,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,133,151.29,1860.867,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2005,3,26,2,"SPRING",85.08,7025.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-9.8000000000000007","S",NA,NA,2.605,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,3,26,3,"SPRING",85.13,7025.13,NA,60,58,NA,23,10,NA,3.5,2,NA,82,23,NA,NA,NA,NA,NA,103.8,NA,42.8,NA,NA,NA,68,NA,94,87,"<RL",0.3,NA,1.5,"<RL",0.4,"7.1","5.59","5.8","21.9",3.426,TRUE,1.58,4.77,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,83,2.4964,3.944312,"2010-12","2000-09"
"EB8","EB",1,"ISCO",2005,2005,3,29,4,"SPRING",88.17,7028.17,NA,36,35,NA,16,7,NA,5.7,5,NA,62,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,69,64,NA,1.9,NA,3.6,NA,NA,"2.2000000000000002","S","5.39","17.8",97.556,TRUE,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,16.5649,67.419143,"2010-12","2000-09"
"EB8","EB",2,"ISCO",2005,2005,3,29,6,"SPRING",88.25,7028.25,NA,35,33,NA,16,7,NA,6.7,6,NA,59,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,68,64,NA,2,NA,3.4,NA,NA,"3.1","S","5.31","17.3",104.662,TRUE,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,24.01,117.649,"2010-12","2000-09"
"EB8","EB",7,"ISCO",2005,2005,3,29,16,"SPRING",88.67,7028.67,NA,36,34,NA,16,7,NA,5.6,5,NA,63,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,74,69,NA,1.6,NA,2.9,NA,NA,"-2.1","S","5.3","18.100000000000001",50.675,TRUE,5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,25.1001,125.751501,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,4,2,10,"SPRING",92.42,7032.42,NA,88,86,NA,35,25,NA,7.7,7,NA,81,33,NA,NA,NA,NA,NA,703.7,NA,156.7,NA,NA,NA,56,NA,177,171,NA,44.1,NA,1.5,"<RL",0.3,"-6.6","4.83","4.76","37.9",7.219,TRUE,17.4,0.71,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,123,302.76,5268.024,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,4,2,11,"SPRING",92.46,7032.46,NA,41,39,NA,18,7,NA,3.8,3,NA,70,25,NA,NA,NA,NA,NA,135.8,NA,72.9,NA,NA,NA,53,NA,82,77,"<RL",0.3,NA,1.9,"<RL",0.3,"1","5.49","5.5","19.100000000000001",8.267,TRUE,3.16,2.93,NA,NA,NA,NA,NA,NA,NA,"-1",NA,NA,59,9.9856,31.554496,"2010-12","2000-09"
"EB8","EB",1,"ISCO",2005,2005,4,2,18,"SPRING",92.75,7032.75,NA,38,36,NA,17,7,NA,4,3,NA,68,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,80,75,"<RL",0.4,NA,2.1,NA,NA,"3.2","S","5.45","19.2",12.428,TRUE,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,12.6025,44.738875,"2010-12","2000-09"
"WB3","WB",1,"ISCO",2005,2005,4,2,18,"SPRING",92.75,7032.75,NA,72,69,NA,30,19,NA,7.7,7,NA,79,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,174,168,NA,42.1,NA,1.8,NA,NA,"-9.6999999999999993","S","4.83","39.299999999999997",10.928,TRUE,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,219.04,3241.792,"2010-12","2000-09"
"EB8","EB",5,"ISCO",2005,2005,4,3,7,"SPRING",93.3,7033.3,NA,33,31,NA,15,6,NA,4.5,4,NA,63,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,75,70,"<RL",0.8,NA,2.7,NA,NA,"1.2","S","5.32","19.2",58.602,TRUE,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,22.9441,109.902239,"2010-12","2000-09"
"WB3","WB",5,"ISCO",2005,2005,4,3,7,"SPRING",93.3,7033.3,NA,62,60,NA,27,16,NA,8.7,8,NA,73,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,176,171,NA,42.6,NA,2.2,NA,NA,"-10.7","S","4.8","40.5",50.477,TRUE,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,249.64,3944.312,"2010-12","2000-09"
"EB8","EB",8,"ISCO",2005,2005,4,3,16,"SPRING",93.67,7033.67,NA,29,27,NA,14,6,NA,8.6,8,NA,54,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,65,60,NA,1.3,NA,3.4,NA,NA,"0.8","S","5.23","17.8",168.275,TRUE,5.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,34.6921,204.336469,"2010-12","2000-09"
"WB3","WB",8,"ISCO",2005,2005,4,3,16,"SPRING",93.67,7033.67,NA,59,57,NA,26,16,NA,14.3,13,NA,61,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,163,158,NA,37.7,NA,2.8,NA,NA,"-10.199999999999999","S","4.78","39",159.131,TRUE,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,275.56,4574.296,"2010-12","2000-09"
"EB8","EB",11,"ISCO",2005,2005,4,4,1,"SPRING",94.04,7034.04,NA,31,29,NA,15,6,NA,6,5,NA,57,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,71,67,"<RL",0.9,NA,2.6,NA,NA,"0.5","S","5.17","18",51.383,TRUE,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,45.6976,308.915776,"2010-12","2000-09"
"WB3","WB",11,"ISCO",2005,2005,4,4,1,"SPRING",94.04,7034.04,NA,65,63,NA,28,18,NA,11.4,10,NA,65,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,170,165,NA,40.3,NA,2.3,NA,NA,"-12.9","S","4.7699999999999996","38.299999999999997",51.949,TRUE,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,289,4913,"2010-12","2000-09"
"EB8","EB",22,"ISCO",2005,2005,4,5,10,"SPRING",95.42,7035.42,NA,35,33,NA,16,7,NA,5.5,5,NA,64,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,77,72,"<RL",0.4,NA,2.3,NA,NA,"2.2999999999999998","S","5.35","18.600000000000001",13.787,TRUE,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,19.9809,89.314623,"2010-12","2000-09"
"WB3","WB",22,"ISCO",2005,2005,4,5,10,"SPRING",95.42,7035.42,NA,70,68,NA,29,19,NA,9,8,NA,71,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,172,167,NA,41.9,NA,1.8,NA,NA,"-7.7","S","4.79","39.299999999999997",13.844,TRUE,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,262.44,4251.528,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,4,13,9,"SPRING",103.4,7043.38,NA,51,49,NA,21,10,NA,4,3,NA,70,24,NA,NA,NA,NA,NA,131.7,NA,52.7,NA,NA,NA,53,NA,87,81,"<RL",0.2,NA,1.7,"<RL",0.4,"3.7","5.55","5.6","19",3.68,TRUE,2.51,4.41,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,72,6.3001,15.813251,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,4,13,9,"SPRING",103.4,7043.38,NA,89,86,NA,35,24,NA,7.5,6,NA,77,31,NA,NA,NA,NA,NA,624.6,NA,57.9,NA,NA,NA,54,NA,172,166,NA,35.1,NA,1.4,"<RL",0.3,"-8.4","4.87","4.79","35.799999999999997",3.992,TRUE,16.2,0.77,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,124,262.44,4251.528,"2010-12","2000-09"
"WB3","WB",15,"ISCO",2005,2005,4,20,20,"SPRING",110.8,7050.83,NA,92,90,NA,36,24,NA,8,7,NA,83,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,175,169,NA,23.6,NA,1.3,NA,NA,"-11.2","S","4.9400000000000004","35.299999999999997",2.18,TRUE,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,132.25,1520.875,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,4,21,11,"SPRING",111.5,7051.46,NA,95,93,NA,36,25,NA,8.3,7,NA,84,34,NA,NA,NA,NA,NA,407,NA,109.5,NA,NA,NA,58,NA,174,168,NA,26.3,NA,1.2,"<RL",0.3,"-5","4.9400000000000004","4.8899999999999997","35.799999999999997",3.963,TRUE,12.9,0.9,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,131,166.41,2146.689,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,4,21,12,"SPRING",111.5,7051.5,NA,54,52,NA,21,10,NA,4.5,3,NA,76,27,NA,NA,NA,NA,NA,110.1,NA,52.5,NA,NA,NA,57,NA,91,85,"<RL",0.1,NA,1.5,"<RL",0.3,"5.0999999999999996","5.72","5.72","20.6",4.473,TRUE,1.91,4.6,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,75,3.6481,6.967871,"2010-12","2000-09"
"WB3","WB",6,"ISCO",2005,2005,4,26,6,"SPRING",116.3,7056.25,NA,81,79,NA,30,21,NA,9.4,9,NA,69,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,185,180,NA,40.9,NA,2,NA,NA,"-11.6","S","4.7699999999999996","37.6",13.532,TRUE,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,289,4913,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,4,26,10,"SPRING",116.4,7056.42,NA,45,44,NA,19,10,NA,4.4,4,NA,66,27,NA,NA,NA,NA,NA,164.1,NA,64.8,NA,NA,NA,46,NA,86,81,"Half DL",0.05,NA,2,NA,NA,"1.9","5.39","5.42","18.3",12.428,TRUE,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,14.44,54.872,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,4,26,10,"SPRING",116.4,7056.42,NA,84,83,NA,32,23,NA,9.8,9,NA,72,33,NA,NA,NA,NA,NA,771.5,NA,187.9,NA,NA,NA,45,NA,179,174,NA,42.4,NA,1.6,"<RL",0.4,"-8.4","4.7300000000000004","4.78","37.299999999999997",11.72,TRUE,16.6,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,275.56,4574.296,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2005,4,26,10,"SPRING",116.4,7056.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-14.3","S",NA,NA,11.72,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"EB8","EB",1,"ISCO",2005,2005,4,28,10,"SPRING",118.4,7058.42,NA,43,41,NA,17,9,NA,4.3,3,NA,63,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,79,74,"<RL",0.2,NA,2.9,NA,NA,"1.9","S","5.34","18.399999999999999",50.307,TRUE,4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20.8849,95.443993,"2010-12","2000-09"
"EB8","EB",2,"ISCO",2005,2005,4,28,12,"SPRING",118.5,7058.5,NA,40,38,NA,17,9,NA,4.5,4,NA,62,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,78,73,"<RL",0.3,NA,3.1,NA,NA,"0.8","S","5.26","18.399999999999999",79.41,TRUE,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,30.25,166.375,"2010-12","2000-09"
"EB8","EB",9,"ISCO",2005,2005,4,29,2,"SPRING",119.1,7059.08,NA,41,40,NA,17,9,NA,4.3,4,NA,62,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,82,78,"<RL",0.1,NA,2.5,NA,NA,"-0.1","S","5.29","18.399999999999999",30.999,TRUE,5.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,26.3169,135.005697,"2010-12","2000-09"
